Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
1040,[184 205],[161 180],[184 206],-0.3,-0.3,-0.2999999999999999,16.69924423399362
109,[557 697],[548 705],[574 688],1.7857142857142858,1.3461538461538465,1.616479993038705,-58.25789914456479
123,[ 421 2160],[ 415 2168],[ 424 2139],0.3,0.3,0.3,-16.69924423399362
1096,[ 266 1359],[ 255 1375],[ 269 1345],0.3,0.3,0.3,-16.69924423399362
266,[  53 3481],[  68 3481],[  39 3478],inf,-2.5,-4.886303510546059,78.43391743279903
519,[ 133 2097],[ 119 2112],[ 139 2087],0.5,0.5,0.5,-26.56505117707799
1371,[ 384 2152],[ 381 2162],[ 384 2132],0.3,0.3,0.3,-16.69924423399362
675,[  38 1128],[  13 1104],[  41 1128],-2.5,inf,-31.379539085272423,88.17472158075778
1095,[ 92 215],[ 92 215],,-0.7000000000000001,,-0.7000000000000001,34.99202019855867
921,[ 78 243],[ 69 235],[ 92 257],-0.923076923076923,-1.0,-0.9521699011730316,43.59647737272778
2162,[ 187 2861],[ 195 2852],[ 180 2879],0.3,0.3,0.3,-16.69924423399362
549,[342 564],[349 545],[340 575],0.3,0.3,0.3,-16.69924423399362
785,[155 998],[ 173 1018],[152 993],-0.5,-0.5,-0.5,26.56505117707799
1555,[ 336 2481],[ 336 2480],[ 336 2511],0.0,0.0,0.0,0.0
2156,[ 477 2944],[ 464 2959],[ 481 2933],0.3,0.3,0.3,-16.69924423399362
15,[ 514 3730],[ 493 3750],[ 515 3727],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
116,[ 174 3286],[ 169 3280],[ 178 3310],-0.3,-0.3,-0.3,16.69924423399362
1496,[  66 3554],[  81 3539],[  57 3559],1.7857142857142856,1.7857142857142856,1.78571,-60.75111504159832
488,[ 317 3277],[ 309 3258],[ 317 3288],-0.3,0.0,-0.1043790882325375,5.958903004758263
774,[ 583 3151],[ 559 3131],[ 584 3152],-2.5,-2.5,-2.4999999999999996,68.19859051364818
2170,[  58 2816],[  47 2827],[  72 2808],1.0,1.3461538461538465,1.1699710637541476,-49.47876057119995
28,[ 532 2185],[ 552 2164],[ 530 2187],1.0,0.8,0.8177729619730227,-39.2753718031177
1297,[ 613 2294],[ 623 2285],[ 593 2300],2.5,2.5,2.5000000000000004,-68.19859051364821
436,[ 334 1707],[ 334 1704],[ 334 1735],0.0,-0.3,-0.0290322580645161,1.6629587413422695
507,[ 568 1540],[ 564 1540],[ 593 1533],inf,2.5,18.72594373218396,-86.94320303529632
2014,[390 600],[385 611],[396 582],0.3,0.3,0.3,-16.69924423399362
9,[ 502 1427],[ 502 1429],[ 519 1403],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
1576,[ 319 2874],[ 321 2870],[ 316 2900],0.3,0.3,0.3,-16.69924423399362
224,[ 486 1718],[ 497 1732],[ 479 1706],-0.3,-0.5,-0.4123420434159254,22.408412828927407
1817,[ 59 456],[ 81 436],[ 57 456],1.7857142857142856,1.7857142857142856,1.78571,-60.75111504159832
1844,[ 129 1797],[ 141 1810],[ 120 1786],-0.6,-0.7000000000000001,-0.6554524254903652,33.24293473018364
2109,[517 145],[532 161],[513 136],-0.7000000000000001,-0.7000000000000002,-0.7000000000000001,34.99202019855867
48,[ 110 1777],[  98 1763],[ 116 1788],-0.7000000000000001,-0.7000000000000001,-0.7000000000000001,34.99202019855867
982,[  12 2724],[   7 2726],[  39 2721],2.5,2.5,2.5,-68.19859051364821
1950,[ 564 2462],[ 564 2463],[ 542 2441],-1.0,-0.7000000000000001,-0.990450060827438,44.72510387401406
2198,[ 101 1249],[ 104 1246],[  82 1268],1.1764705882352942,1.0,1.152405909090909,-49.0501959247613
1533,[ 574 3805],[ 555 3823],[ 580 3803],1.7857142857142858,1.7857142857142858,1.78571,-60.75111504159832
2416,[ 507 1380],[ 520 1366],[ 501 1391],0.5,0.7000000000000001,0.6207840117848834,-31.831349110553035
812,[ 542 3171],[ 540 3170],[ 565 3188],-1.3461538461538465,-1.3461538461538465,-1.34615,53.39284682374126
973,[  74 3355],[  63 3344],[  88 3363],-1.0,-1.3461538461538465,-1.1699710637541476,49.47876057119995
1398,[ 90 477],[101 466],[ 77 486],1.1764705882352942,1.3461538461538465,1.2606201983047594,-51.57642706685373
625,[ 139 2555],[ 158 2576],[ 137 2552],-0.5,-0.5,-0.5,26.56505117707799
55,[ 407 1754],[ 407 1759],[ 401 1728],0.0,-0.3,-0.0473435111970582,2.7105594313779062
825,[ 166 1769],[ 185 1789],[ 164 1764],-0.3,-0.5,-0.4673343206007698,25.048298193017427
523,[ 593 2231],[ 601 2223],[ 575 2240],1.7857142857142858,1.7857142857142858,1.78571,-60.75111504159832
2055,[ 577 1458],[ 596 1439],[ 573 1461],1.3461538461538465,1.3461538461538465,1.3461500000000002,-53.392846823741266
739,[  53 2049],[  48 2052],[  71 2031],1.3461538461538467,1.3461538461538465,1.34615,-53.39284682374126
1439,[  48 3504],[  68 3487],[  41 3507],2.4999999999999996,2.5,2.5,-68.19859051364821
459,[  39 3522],[  16 3544],[  43 3522],2.5,inf,22.39228807854944,-87.44297074959948
1985,[ 543 3173],[ 540 3170],[ 565 3188],-1.3461538461538465,-1.3461538461538465,-1.34615,53.39284682374126
1943,[ 127 3337],[ 146 3358],[ 126 3334],-0.5,-0.5,-0.5,26.56505117707799
1359,[ 423 1367],[ 404 1390],[ 423 1363],0.3,0.3,0.3,-16.69924423399362
2355,[ 485 2144],[ 497 2130],[ 480 2156],0.3,0.3,0.3,-16.69924423399362
1096,[ 266 1359],[ 255 1375],[ 269 1345],0.3,0.3,0.3,-16.69924423399362
540,[ 206 1767],[ 217 1780],[ 205 1752],-0.3,-0.3,-0.3,16.69924423399362
1634,[ 579 3199],[ 589 3209],[ 565 3189],-1.3461538461538465,-1.3461538461538465,-1.3461500000000002,53.392846823741266
843,[ 594 2336],[ 621 2363],[ 593 2336],-2.5,inf,-97.95941546018392,89.41512728396673
511,[ 20 394],[  8 406],[ 39 394],2.5,2.5,2.4999999999999996,-68.19859051364818
57,[ 385 2913],[ 367 2936],[ 387 2908],0.3,0.3,0.3,-16.69924423399362
1863,[362 165],[350 152],[362 181],-0.3,0.0,-0.1424678747750848,8.10824381414286
596,[ 349 1707],[ 349 1703],[ 355 1733],0.0,-0.3,-0.0391091864280218,2.239649918449824
570,[ 79 319],[ 82 321],[ 55 307],-1.7857142857142856,-1.7857142857142856,-1.78571,60.75111504159832
380,[ 496 1402],[ 483 1417],[ 503 1393],0.5,0.7000000000000001,0.6270315455768751,-32.089009436024355
1803,[ 475 2505],[ 483 2514],[ 469 2486],-0.5,-0.3,-0.4246610537672887,23.009040927197255
2156,[ 477 2944],[ 464 2959],[ 481 2933],0.3,0.3,0.3,-16.69924423399362
217,[ 536 2416],[ 528 2409],[ 551 2431],-1.0,-1.0,-1.0,44.99999999999999
367,[ 231 1776],[ 232 1777],[ 224 1748],-0.3,-0.3,-0.3,16.69924423399362
727,[ 503 2967],[ 494 2975],[ 511 2949],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
995,[278 549],[284 540],[274 569],0.3,0.3,0.3,-16.69924423399362
1852,[ 468 3250],[ 454 3234],[ 472 3260],-0.5,-0.5,-0.5,26.56505117707799
900,[ 482 3232],[ 475 3225],[ 491 3251],-0.5,-0.3,-0.435973859033454,23.555943148844833
1468,[ 564 2962],[ 569 2956],[ 547 2978],1.0,1.0,1.0,-44.99999999999999
2363,[ 568 2351],[ 561 2347],[ 589 2357],-2.5,-2.5,-2.5,68.19859051364821
511,[ 20 394],[  8 406],[ 39 394],2.5,2.5,2.4999999999999996,-68.19859051364818
1790,[ 82 287],[ 95 300],[ 73 278],-1.1764705882352942,-1.3461538461538465,-1.2767354545454543,51.93026191533125
1940,[552 142],[554 145],[534 121],-1.0,-0.7000000000000002,-0.9654024119023,43.991508787338056
433,[396 962],[413 982],[395 953],-0.3,-0.3,-0.3,16.69924423399362
129,[ 141 2567],[ 152 2579],[ 134 2554],-0.5,-0.7000000000000001,-0.604876996890658,31.168778745507893
134,[ 600 1557],[ 623 1577],[ 593 1557],-2.5,inf,-13.385536181520122,85.72751207043576
1578,[   6 3499],[   6 3499],,inf,,inf,90.0
1528,[ 27 320],[ 18 312],[ 46 327],-2.5,-2.5,-2.5,68.19859051364821
1983,[ 297 3301],[ 309 3320],[ 297 3290],-0.3,0.0,-0.0985892621849113,5.630552977309124
474,[ 562 1580],[ 559 1579],[ 588 1586],-2.5,-2.5,-2.5,68.19859051364821
299,[ 571 1567],[ 563 1560],[ 591 1572],-2.5,-2.5,-2.5,68.19859051364821
1291,[  66 3485],[  68 3485],[  39 3487],inf,2.5,36.34246592670221,-88.4238459203403
886,[178 544],[196 525],[175 550],0.3,0.5,0.4591967191685018,-24.664432014375997
651,[  18 1198],[  12 1203],[  43 1196],2.5,2.5,2.5,-68.19859051364821
541,[ 236 2523],[ 258 2549],[ 236 2521],-0.3,-0.2,-0.2055465004726389,11.615172338498873
66,[316 954],[294 932],[316 961],-0.3,0.0,-0.0550997460083101,3.1537938578664217
200,[  49 2601],[  41 2595],[  67 2612],-1.3461538461538467,-1.3461538461538465,-1.3461499999999995,53.39284682374126
