,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[ 168 1427],[ 164 1430],[ 196 1409],1.0,1.3461538461538463,1.0452050708367573,-46.26619973175737
1,[ 178 2457],[ 159 2439],[ 187 2465],-1.3461538461538463,-1.3461538461538463,-1.34615,53.39284682374126
2,[ 171 2097],[ 171 2097],,1.176470588235294,,1.176470588235294,-49.63546342690263
3,[185 174],[197 186],[168 162],-1.0,-1.3461538461538463,-1.15549185781748,49.126028857016706
4,[ 245 3177],[ 262 3192],[ 229 3173],-1.7857142857142858,-2.4999999999999996,-2.199203980778818,65.54823319522563
5,[  13 3440],[  10 3440],[  49 3447],inf,-2.5,-33.06186803482041,88.26754142031841
6,[259  52],[272  64],[237  46],-2.5,-2.4999999999999996,-2.5,68.19859051364821
7,[ 62 305],[ 90 332],[ 61 304],-2.4999999999999996,-1.7857142857142856,-1.8107688107272577,61.09025396274108
8,[ 225 3226],[ 236 3238],[ 206 3215],-1.3461538461538463,-1.3461538461538463,-1.3461500000000002,53.392846823741266
9,[113 495],[121 487],[ 93 513],1.1764705882352942,1.3461538461538463,1.2266966355743874,-50.81316791795138
10,[212 682],[192 700],[222 676],1.7857142857142858,2.4999999999999996,2.2840247749541858,-66.35506084488124
11,[ 204 1606],[ 197 1599],[ 231 1614],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
12,[ 218 2385],[ 199 2369],[ 231 2389],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
13,[ 135 3321],[ 151 3338],[ 124 3311],-1.0,-1.0,-1.0,44.99999999999999
14,[  71 1799],[  55 1785],[  85 1808],-1.3461538461538467,-1.3461538461538463,-1.34615,53.39284682374126
15,[167 889],[162 884],[191 909],-1.1764705882352942,-1.3461538461538463,-1.20778699476018,50.37658395004822
16,[  27 1211],[  16 1222],[  51 1202],2.5,2.5,2.5000000000000004,-68.19859051364821
17,[ 41 356],[ 12 330],[ 48 356],-2.5,inf,-16.410244352964604,86.51284798325013
18,[ 49 308],[ 26 286],[ 57 312],-1.7857142857142858,-2.5,-2.3433038725845576,66.8897358725333
19,[ 172 3307],[ 176 3311],[ 149 3284],-1.0,-1.0,-1.0,44.99999999999999
20,[ 204 1440],[ 184 1460],[ 213 1435],1.7857142857142858,1.3461538461538463,1.4634532335983945,-55.65460655917111
21,[ 128 2556],[ 144 2570],[ 116 2545],-1.3461538461538463,-1.1764705882352942,-1.250051662305778,51.34134685127043
22,[  82 2859],[  69 2872],[  99 2848],1.0,1.3461538461538463,1.1647258026025118,-49.35156227820988
23,[214 904],[231 919],[201 896],-1.3461538461538463,-1.3461538461538463,-1.34615,53.39284682374126
24,[  42 2690],[  11 2661],[  47 2690],-2.5,inf,-23.724985276791124,87.58643115985628
25,[  90 2050],[ 113 2027],[  85 2053],1.3461538461538463,1.7857142857142856,1.718890501753282,-59.81041281524397
26,[ 232 2298],[ 207 2305],[ 242 2298],2.4999999999999996,inf,8.990377492873584,-83.65307762074555
27,[ 108 3672],[  98 3682],[ 125 3654],1.1764705882352942,1.0,1.1123157509510873,-48.04365676252798
28,[ 233 3242],[ 233 3243],[ 202 3221],-1.5,-1.3461538461538463,-1.4959980012588854,56.239248832504934
29,[  94 1859],[  98 1862],[  63 1850],-2.4999999999999996,-2.5,-2.4999999999999996,68.19859051364818
30,[ 147 2179],[ 144 2181],[ 175 2158],1.0,1.3461538461538463,1.0323285520545091,-45.91133561032969
31,[ 241 2230],[ 259 2214],[ 227 2236],1.785714285714286,1.7857142857142858,1.78571,-60.75111504159832
32,[ 256 3773],[ 261 3770],[ 227 3787],2.5,1.7857142857142858,2.3904913403225985,-67.29926950139802
33,[  36 1205],[  16 1222],[  51 1202],2.5,2.5,2.5,-68.19859051364821
34,[171 933],,[171 933],,-1.3461538461538463,-1.3461538461538463,53.392925187392514
35,[ 223 3851],[ 207 3856],[ 240 3830],2.4999999999999996,inf,4.051071216227101,-76.13383954175517
36,[187 135],[161 110],[189 137],-1.1764705882352942,-1.176470588235294,-1.17647,49.63544929005889
37,[ 142 1739],[ 115 1713],[ 143 1739],-1.0,-1.3461538461538463,-1.3371551961889414,53.208789533564364
38,[ 145 1330],[ 163 1313],[ 136 1339],1.3461538461538463,1.3461538461538463,1.34615,-53.39284682374126
39,[243 828],[268 851],[236 826],-2.5,-2.4999999999999996,-2.4999999999999996,68.19859051364818
40,[213 903],[231 919],[201 896],-1.3461538461538463,-1.3461538461538463,-1.34615,53.39284682374126
41,[148 610],[136 621],[165 596],1.0,1.3461538461538463,1.1471197846608852,-48.91975710943686
42,[ 177 3655],[ 177 3654],[ 150 3681],1.0,1.0,1.0,-44.99999999999999
43,[ 219 2268],[ 203 2282],[ 236 2264],2.4999999999999996,2.4999999999999996,2.5000000000000004,-68.19859051364821
44,[ 249 1616],[ 266 1631],[ 234 1608],-2.5,-2.4999999999999996,-2.4999999999999996,68.19859051364818
45,[  64 2768],[  87 2745],[  56 2768],2.4999999999999996,2.5,2.5,-68.19859051364821
46,[  31 2701],[   8 2681],[  46 2701],-2.5,inf,-7.57991688470939,82.48450869075903
47,[ 120 1796],[ 132 1809],[ 104 1784],-1.3461538461538463,-1.3461538461538463,-1.34615,53.39284682374126
48,[ 52 353],[ 82 378],[ 49 351],-2.4999999999999996,-2.5,-2.5,68.19859051364821
49,[272 807],[279 812],[241 802],-2.5,-2.4999999999999996,-2.5,68.19859051364821
50,[ 140 1346],[ 113 1372],[ 141 1345],1.0,1.0,1.0,-44.99999999999999
51,[ 199 2198],[ 175 2221],[ 204 2196],1.5,1.3461538461538463,1.3675990882349136,-53.825413415524324
52,[  58 1882],[  84 1907],[  53 1881],-2.4999999999999996,-2.5,-2.5,68.19859051364821
53,[ 109 1269],[ 118 1259],[  89 1283],1.3461538461538463,1.3461538461538463,1.34615,-53.39284682374126
54,[  53 2047],[  42 2057],[  74 2036],1.7857142857142856,1.7857142857142856,1.7857099999999997,-60.751115041598304
55,[ 268 1577],[ 279 1587],[ 241 1577],-2.5,-2.4999999999999996,-2.5,68.19859051364821
56,[ 210 3809],[ 199 3819],[ 232 3802],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
57,[ 243 3079],,[ 243 3079],,inf,inf,90.0
58,[258 730],[277 715],[241 734],2.5,2.4999999999999996,2.5,-68.19859051364821
59,[  20 2709],[   7 2720],[  46 2709],2.5,inf,4.137440996723693,-76.41245932163127
60,[ 202 2278],[ 202 2278],,2.4999999999999996,,2.4999999999999996,-68.19859051364818
61,[ 248 3769],[ 257 3761],[ 224 3780],1.785714285714286,1.7857142857142858,1.78571,-60.75111504159832
62,[ 70 308],[ 91 329],[ 61 304],-2.4999999999999996,-1.7857142857142856,-1.963596557595805,63.01163972777703
