,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[ 13 424],[ 11 424],[ 43 422],2.5,2.5,2.5,-68.19859051364821
1,[ 334 1508],[ 350 1495],[ 321 1510],2.5,2.5,2.5,-68.19859051364821
2,[ 197 2161],[ 190 2169],[ 209 2144],0.7000000000000001,0.7000000000000001,0.6999999999999998,-34.992020198558656
3,[ 320 1511],[ 294 1536],[ 321 1511],2.5,2.5000000000000004,2.5,-68.19859051364821
4,[ 110 1325],[ 101 1333],[ 120 1308],1.0,0.7000000000000001,0.8862737273690904,-41.5497281128493
5,[ 45 386],[ 68 386],[ 39 386],2.5000000000000004,2.5000000000000004,2.5,-68.19859051364821
6,[ 336 1476],[ 342 1471],[ 314 1484],2.5,2.5,2.4999999999999996,-68.19859051364818
7,[ 109 1312],[  94 1327],[ 115 1304],0.8,0.7000000000000001,0.732037724101704,-36.20553503896615
8,[ 313 2270],[ 291 2291],[ 316 2269],2.5,2.5,2.5,-68.19859051364821
9,[ 128 2113],[ 119 2122],[ 138 2097],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
10,[ 150 2122],[ 138 2135],[ 157 2110],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
11,[ 76 440],[ 81 437],[ 53 449],1.7857142857142856,2.5,1.922136771208441,-62.51409862242881
12,[ 260 2163],[ 271 2151],[ 251 2175],1.0,0.7000000000000001,0.8438673170612169,-40.159925863955245
13,[ 231 2145],[ 245 2131],[ 223 2153],0.7000000000000001,0.7000000000000001,0.6999999999999998,-34.992020198558656
14,[301 665],[317 649],[293 669],1.176470588235294,1.3461538461538465,1.2980795891292782,-52.390466100587744
15,[283  93],[265  76],[289  96],-1.1764705882352942,-1.3461538461538465,-1.3099772930487632,52.64289906602322
16,[  30 1951],[  10 1971],[  39 1947],2.5,2.5,2.5,-68.19859051364821
17,[ 253 1693],[ 272 1712],[ 249 1690],-0.8,-1.0,-0.9686225858176631,44.08685331503377
18,[  68 1875],[  77 1884],[  51 1868],-2.4999999999999996,-2.5,-2.4999999999999996,68.19859051364818
19,[  48 1265],[  42 1271],[  68 1253],1.5,1.3461538461538463,1.4589595118134293,-55.57248172913821
20,[238 900],[229 890],[250 913],-0.7000000000000001,-0.8,-0.7431961415242749,36.61958904217562
21,[ 309 1646],[ 321 1657],[ 296 1638],-1.3461538461538465,-1.3461538461538465,-1.34615,53.39284682374126
22,[327 676],[332 673],[305 688],1.785714285714286,1.3461538461538465,1.7027388056109618,-59.574746694940764
23,[ 137 2095],[ 158 2073],[ 136 2095],0.7000000000000001,0.7000000000000001,0.6999999999999998,-34.992020198558656
24,[ 159 2092],[ 170 2081],[ 149 2104],0.8,0.7000000000000001,0.7501028810940131,-36.87367003713319
25,[ 51 457],[ 31 477],[ 55 455],1.7857142857142858,1.3461538461538467,1.4061618342719802,-54.58124810953119
26,[310 795],[293 786],[321 797],-2.5,-2.5,-2.5,68.19859051364821
27,[342  58],[344  60],[315  49],-2.5,-2.5,-2.5,68.19859051364821
