,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[  78 3633],[  67 3644],[  96 3619],1.1764705882352942,1.3461538461538463,1.2452815516840903,-51.234447138894154
1,[ 189 2200],[ 172 2216],[ 201 2191],1.5,1.3461538461538463,1.4063334881543317,-54.58455119457218
2,[ 232 1433],[ 248 1418],[ 219 1443],1.3461538461538463,1.3461538461538463,1.34615,-53.39284682374126
3,[ 70 504],[ 52 522],[ 82 498],1.5,1.3461538461538463,1.3992499426192857,-54.44779843352661
4,[ 106 5199],[  86 5218],[ 114 5191],1.0,1.0,1.0,-44.99999999999999
5,[  28 3464],[   9 3448],[  47 3464],-2.5,inf,-5.768353249572163,80.16496930018249
6,[207 733],[204 735],[239 725],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
7,[ 158 5635],[ 168 5645],[ 141 5618],-1.0,-1.0,-1.0,44.99999999999999
8,[ 129 4828],[ 115 4814],[ 142 4841],-1.3461538461538463,-1.0,-1.1666648148148147,49.398660417088124
9,[ 120 5210],[  98 5231],[ 125 5204],1.1764705882352942,1.3461538461538463,1.311479609562248,-52.674567983420076
10,[ 249 2357],[ 275 2379],[ 240 2357],-2.5,inf,-11.960770203292444,85.22080642725074
11,[  52 4215],[  83 4240],[  51 4215],-2.4999999999999996,-2.5000000000000004,-2.5,68.19859051364821
12,[ 88 198],[ 85 195],[116 218],-1.0,-1.3461538461538463,-1.0379952469954594,46.068066830996734
13,[  56 3513],[  83 3498],[  50 3515],2.4999999999999996,2.5,2.5,-68.19859051364821
14,[  80 4078],[  79 4078],[ 107 4105],-1.3461538461538463,-1.3461538461538463,-1.3461499999999997,53.39284682374126
15,[ 116 4433],[  95 4453],[ 123 4426],1.0,1.0,1.0,-44.99999999999999
16,[ 93 201],[ 86 194],[116 218],-1.0,-1.3461538461538463,-1.089005009999357,47.4396920902225
17,[ 168 2163],[ 147 2184],[ 174 2156],1.0,1.0,1.0,-44.99999999999999
18,[  73 5972],[  70 5974],[ 101 5951],1.1764705882352942,1.3461538461538463,1.1923172012497734,-50.01333873861304
19,[  76 3408],[  93 3424],[  62 3403],-2.4999999999999996,-2.5,-2.5,68.19859051364821
20,[ 147 2494],[ 127 2475],[ 155 2501],-1.0,-1.3461538461538463,-1.2498660106307369,51.33719563775003
21,[ 212 3698],[ 214 3695],[ 185 3719],1.0,1.3461538461538463,1.0330080588337287,-45.93017649265078
22,[ 36 300],[ 25 289],[ 58 309],-2.5,-2.5,-2.4999999999999996,68.19859051364818
23,[ 255 5389],[ 278 5371],[ 242 5393],2.5,2.4999999999999996,2.5,-68.19859051364821
24,[ 163 2969],[ 158 2972],[ 190 2951],1.3461538461538463,1.3461538461538463,1.34615,-53.39284682374126
25,[ 226 1421],[ 241 1406],[ 210 1428],1.5,1.3461538461538463,1.4156187616696343,-54.76242987923221
26,[  72 5943],[  57 5956],[  88 5934],1.3461538461538467,1.3461538461538463,1.3461500000000002,-53.392846823741266
27,[ 193 3767],[ 180 3779],[ 210 3755],1.5,1.3461538461538463,1.42930254619629,-55.02175096207339
28,[204 674],[187 690],[216 664],1.7857142857142858,1.3461538461538463,1.5223598622995937,-56.700092489951
29,[ 206 5477],[ 199 5470],[ 232 5487],-2.4999999999999996,-2.4999999999999996,-2.4999999999999996,68.19859051364818
30,[ 199 1693],[ 218 1712],[ 191 1685],-1.0,-1.3461538461538463,-1.243587037037037,51.19635253245748
31,[222 630],[233 619],[204 644],1.176470588235294,1.3461538461538463,1.2452815516840903,-51.234447138894154
32,[ 196 6098],[ 183 6109],[ 213 6086],1.3461538461538463,1.3461538461538463,1.34615,-53.39284682374126
33,[ 215 2180],[ 230 2165],[ 201 2190],1.5,1.3461538461538463,1.4150485773843047,-54.751551653838675
34,[  40 2777],[  23 2792],[  56 2770],2.5,2.5,2.5000000000000004,-68.19859051364821
35,[  76 5871],[  91 5858],[  58 5875],2.4999999999999996,2.5,2.5,-68.19859051364821
36,[  45 5087],[  20 5110],[  53 5086],2.5,2.5,2.4999999999999996,-68.19859051364818
37,[ 129 2077],[ 142 2064],[ 112 2087],1.0,1.3461538461538463,1.1669967940443937,-49.40671506716189
38,[ 149 3328],[ 154 3334],[ 127 3307],-1.0,-1.0,-1.0,44.99999999999999
39,[ 222 5491],[ 199 5470],[ 230 5493],-2.4999999999999996,-2.4999999999999996,-2.5000000000000004,68.19859051364821
40,[ 225 4508],[ 235 4498],[ 204 4520],1.5,1.3461538461538463,1.4432342941676604,-55.28236871252053
41,[ 249 4752],[ 255 4756],[ 222 4738],-1.7857142857142858,-2.4999999999999996,-1.9226091375366918,62.5198625442189
42,[  90 5166],[  64 5191],[  92 5164],1.1764705882352942,1.1764705882352942,1.17647,-49.63544929005889
43,[ 101 5695],[ 115 5708],[  85 5685],-1.3461538461538463,-1.3461538461538463,-1.34615,53.39284682374126
44,[ 136 2548],[ 150 2563],[ 121 2539],-1.0,-1.3461538461538463,-1.1868505956349527,49.883649456034256
45,[ 129 1326],[ 153 1301],[ 126 1328],1.0,1.0,1.0,-44.99999999999999
46,[ 37 307],[ 23 294],[ 57 312],-2.5,-2.5,-2.5,68.19859051364821
47,[  11 1166],[   7 1168],[  46 1165],2.5,2.5,2.5,-68.19859051364821
48,[ 41 306],[ 24 291],[ 57 312],-1.7857142857142858,-2.5,-2.1930099808679726,65.48728566649832
49,[ 188 4782],[ 163 4759],[ 191 4785],-1.3461538461538463,-1.3461538461538463,-1.34615,53.39284682374126
50,[  57 1877],[  85 1901],[  54 1875],-2.4999999999999996,-2.5,-2.5,68.19859051364821
51,[ 185 2494],[ 200 2509],[ 173 2482],-1.176470588235294,-1.176470588235294,-1.17647,49.63544929005889
52,[ 108 1721],[ 107 1721],[ 139 1743],-1.0,-1.3461538461538463,-1.0088726480727124,45.25305834222581
53,[ 200 2411],[ 186 2398],[ 216 2422],-1.785714285714286,-1.3461538461538463,-1.5677073129871402,57.46724863455269
54,[181 936],[201 957],[174 930],-1.0,-1.0,-1.0,44.99999999999999
55,[ 144 3677],[ 118 3702],[ 145 3675],1.3461538461538463,1.0,1.0202063941267043,-45.57306149530348
56,[ 237 3907],[ 207 3883],[ 240 3907],-2.4999999999999996,inf,-34.51562118716424,88.34046862649299
57,[ 237 5411],[ 207 5411],[ 243 5411],inf,2.4999999999999996,2.9999999999999996,-71.565051177078
58,[  45 4137],[  40 4134],[  74 4152],-1.7857142857142856,-1.7857142857142856,-1.78571,60.75111504159832
59,[  28 5104],[  20 5110],[  56 5096],2.5,2.5,2.5,-68.19859051364821
60,[252  58],[269  73],[235  55],-1.7857142857142858,-2.4999999999999996,-2.191228485172951,65.4697033416666
61,[  35 1231],[  23 1242],[  57 1223],1.7857142857142858,2.5,2.0786885876327554,-64.30907030275611
62,[ 244 4776],[ 244 4776],,-1.7857142857142858,,-1.7857142857142858,60.75117366345304
63,[216 596],[216 596],,1.176470588235294,,1.176470588235294,-49.63546342690263
64,[ 119 2883],[  97 2904],[ 124 2877],1.3461538461538463,1.1764705882352942,1.2111403904377518,-50.45459894552529
65,[ 218 1666],[ 238 1684],[ 209 1659],-1.3461538461538463,-1.3461538461538463,-1.34615,53.39284682374126
66,[ 221 2338],[ 207 2332],[ 242 2338],-2.4999999999999996,inf,-4.313279310919977,76.9470307818066
