,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[315  29],[294   9],[320  32],-2.5,-2.5,-2.5,68.19859051364821
1,[213 127],[213 127],,-0.7000000000000001,,-0.7000000000000001,34.99202019855867
2,[247 652],[241 658],[263 635],1.0,1.0,1.0,-44.99999999999999
3,[333 727],[349 714],[321 731],2.5,2.5,2.4999999999999996,-68.19859051364818
4,[ 99 256],[117 275],[ 95 252],-1.0,-1.0,-1.0,44.99999999999999
5,[271 612],[277 605],[259 631],1.0,0.7000000000000001,0.9127260760349953,-42.38751840264934
6,[176 575],[156 596],[178 573],0.7000000000000001,0.5,0.5177729619730227,-27.37389937567131
7,[ 57 300],[ 35 278],[ 59 300],-1.3461538461538467,-1.7857142857142856,-1.7591606686794858,60.383808848683756
8,[316  24],[294   9],[321  26],-2.5,inf,-14.861299451834787,86.15043493238261
9,[ 43 360],[ 69 368],[ 41 360],-2.4999999999999996,inf,-36.50367627183861,88.43080316537196
10,[182 553],[191 544],[171 568],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
11,[313 104],[319 110],[294  91],-1.3461538461538465,-1.3461538461538465,-1.34615,53.39284682374126
12,[ 51 436],[ 73 415],[ 48 436],2.4999999999999996,2.5,2.5,-68.19859051364821
13,[ 58 487],[ 45 500],[ 69 479],1.5,1.3461538461538463,1.4115714372061816,-54.68508652878364
14,[110 511],[125 495],[103 518],1.0,1.0,1.0,-44.99999999999999
15,[188 166],[176 153],[194 178],-0.7000000000000002,-0.7000000000000001,-0.7000000000000001,34.99202019855867
16,[204 162],[188 145],[209 168],-0.7000000000000002,-0.7000000000000001,-0.7,34.99202019855866
17,[206 583],[224 565],[202 588],0.6,0.7000000000000001,0.67990165856895,-34.21184900975645
18,[323 692],[336 681],[310 699],1.785714285714286,1.7857142857142858,1.7857100000000001,-60.751115041598325
19,[ 67 342],[ 73 347],[ 45 336],-2.4999999999999996,-2.5,-2.4999999999999996,68.19859051364818
20,[ 44 294],[ 32 283],[ 57 303],-1.7857142857142858,-1.3461538461538467,-1.5627286412870764,57.384563169632564
21,[ 36 395],[ 10 419],[ 40 395],2.5,inf,24.614757516192665,-87.6735789938627
22,[302  53],[286  40],[312  57],-2.5,-1.7857142857142858,-2.030824815829736,63.78386867061079
23,[326  73],[336  81],[308  68],-1.7857142857142858,-2.5,-2.0762154681372738,64.28241407882368
24,[185 197],[200 212],[180 188],-0.7000000000000001,-0.7000000000000002,-0.7,34.99202019855866
25,[252 117],[240 105],[262 128],-1.0,-1.0,-1.0,44.99999999999999
26,[295 694],[280 709],[305 689],1.7857142857142858,1.785714285714286,1.7857100000000001,-60.751115041598325
27,[ 33 341],[ 15 323],[ 43 342],-2.5,-2.5,-2.5,68.19859051364821
28,[ 91 527],[ 79 539],[101 516],1.0,1.0,1.0,-44.99999999999999
29,[120 243],[135 258],[115 234],-1.0,-0.7000000000000002,-0.7980261308241997,38.59078184088463
30,[349  35],[352  37],[321  31],-2.5,-2.5,-2.5000000000000004,68.19859051364821
31,[335 745],[353 730],[321 736],2.5,inf,6.019543168583597,-80.56784545533367
32,[337  13],[354  27],[321  26],-2.5,inf,-5.17064653991809,79.05416502682107
33,[273  84],[265  77],[289  97],-1.5,-1.3461538461538465,-1.4476584202860643,55.3644205488498
34,[ 27 319],[ 19 311],[ 47 326],-2.5,-2.5,-2.5,68.19859051364821
35,[311 758],[294 758],[321 736],inf,inf,100.0,-89.42706130231674
36,[334  83],[335  83],[307  70],-2.5,-1.785714285714286,-2.4769335706900524,68.01483868422844
37,[ 39 313],[ 24 299],[ 51 316],-1.7857142857142858,-2.5,-2.2313492327087125,65.86001738161836
38,[291  41],[287  37],[315  49],-2.5,-2.5,-2.5,68.19859051364821
39,[103 266],[114 278],[ 92 255],-1.0,-1.0,-1.0,44.99999999999999
40,[314  83],[328  96],[303  77],-1.3461538461538465,-1.785714285714286,-1.6116091011008167,58.180486934404264
41,[ 83 449],[ 86 447],[ 59 461],1.7857142857142856,1.3461538461538467,1.7336422882742497,-60.02278058188397
