,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[  68 7439],[  84 7424],[  62 7443],1.3461538461538463,1.3461538461538467,1.34615,-53.39284682374126
1,[ 272 4826],[ 294 4848],[ 272 4825],-0.3,-0.4,-0.396885967076297,21.647433357935075
2,[128 227],[109 208],[130 229],-0.5,-0.7000000000000001,-0.6809523809523809,34.25299921056535
3,[  30 2752],[  16 2764],[  42 2748],2.5,2.5,2.5,-68.19859051364821
4,[  25 1208],[  17 1216],[  43 1201],2.5,2.5,2.5,-68.19859051364821
5,[ 430 2287],[ 405 2302],[ 431 2287],2.5,2.5000000000000004,2.5,-68.19859051364821
6,[ 316 5604],[ 321 5612],[ 308 5586],-0.3,-0.5,-0.36476781093572297,20.040341804835105
7,[ 37 296],[ 30 289],[ 55 304],-1.7857142857142858,-1.7857142857142856,-1.78571,60.75111504159832
8,[ 109 4381],[ 123 4366],[ 103 4387],0.7000000000000001,0.7000000000000001,0.6999999999999998,-34.992020198558656
9,[ 418 1545],[ 406 1545],[ 434 1545],inf,inf,100.0,-89.42706130231674
10,[  64 1226],[  79 1213],[  56 1231],1.7857142857142856,1.7857142857142856,1.7857100000000001,-60.751115041598325
11,[ 439 7667],[ 445 7663],[ 419 7676],1.785714285714286,1.7857142857142858,1.78571,-60.75111504159832
12,[  29 1952],[  10 1966],[  38 1948],2.5,2.5,2.5,-68.19859051364821
13,[ 103 7196],[  99 7192],[ 119 7214],-0.6,-0.7000000000000001,-0.6190210019940531,31.758377539267542
14,[ 224 6386],[ 207 6367],[ 226 6391],-0.30000000000000004,-0.3,-0.3,16.69924423399362
15,[  75 4346],[  90 4332],[  69 4352],1.3461538461538463,1.3461538461538463,1.34615,-53.39284682374126
16,[388 622],[392 618],[373 640],0.8,0.7000000000000001,0.7805523535384435,-37.973902008109974
17,[ 232 7561],[ 218 7576],[ 234 7551],0.30000000000000004,0.3,0.29999999999999993,-16.69924423399362
18,[ 171 4852],[ 155 4836],[ 174 4859],-0.5,-0.3,-0.35036355675255687,19.308601146393745
19,[  78 7506],[  78 7506],,0.7000000000000001,,0.7000000000000001,-34.99202019855867
20,[ 226 5985],[ 239 5971],[ 223 5996],0.3,0.30000000000000004,0.3,-16.69924423399362
21,[  95 2793],[  97 2790],[  73 2807],1.0,1.3461538461538463,1.0420472474667102,-46.179595348091794
22,[  47 1191],[  66 1174],[  42 1192],2.4999999999999996,2.5,2.5,-68.19859051364821
23,[169 228],[178 238],[161 214],-0.5,-0.5,-0.5,26.56505117707799
24,[  88 3598],[ 108 3577],[  87 3598],1.0,1.0,1.0,-44.99999999999999
25,[ 423 7716],[ 405 7729],[ 430 7712],2.5,inf,9.385045109064006,-83.91793971857936
26,[ 423 6229],[ 405 6211],[ 430 6229],-2.5,inf,-11.591372900969894,85.0692410295066
27,[  26 5850],[  14 5859],[  42 5849],2.5,2.5,2.5,-68.19859051364821
28,[ 426 6980],[ 406 6975],[ 433 6981],-2.5,-2.5,-2.5,68.19859051364821
29,[ 250 5635],[ 252 5638],[ 242 5611],-0.3,-0.30000000000000004,-0.3,16.69924423399362
30,[ 290 7155],[ 304 7170],[ 285 7146],-0.5,-0.30000000000000004,-0.36682455151419546,20.144277087773165
31,[ 392 6902],[ 388 6905],[ 412 6889],1.3461538461538465,1.3461538461538465,1.3461500000000002,-53.392846823741266
32,[255 594],[243 607],[259 582],0.30000000000000004,0.30000000000000004,0.29999999999999993,-16.69924423399362
33,[ 371 5562],[ 384 5575],[ 365 5553],-0.8,-0.7000000000000001,-0.737041520828108,36.3917562577906
34,[  42 3504],[  65 3492],[  39 3504],2.4999999999999996,inf,24.118536285121408,-87.62576880713632
35,[ 313 5251],[ 332 5231],[ 312 5254],0.5,0.5,0.5,-26.56505117707799
36,[ 412 3790],[ 391 3810],[ 413 3789],1.5,1.5,1.5,-56.30993247402022
37,[ 184 4075],[ 166 4056],[ 187 4079],-0.5,-0.5,-0.5,26.56505117707799
38,[ 145 2568],[ 153 2576],[ 136 2552],-0.7000000000000001,-0.5,-0.6237396365818615,31.953424978061356
39,[ 146 1750],[ 139 1742],[ 155 1767],-0.5,-0.5,-0.5,26.56505117707799
40,[ 210 3320],[ 214 3325],[ 202 3299],-0.30000000000000004,-0.3,-0.3,16.69924423399362
41,[ 190 7504],[ 190 7504],,0.5,,0.5,-26.56505117707799
42,[ 165 2536],[ 144 2515],[ 166 2537],-0.5,-0.5,-0.5,26.56505117707799
43,[ 357 2941],[ 370 2927],[ 352 2950],0.6,0.7000000000000001,0.6649815684715942,-33.623173905142195
44,[ 427 4660],[ 406 4649],[ 433 4660],-2.5,inf,-12.377724659274747,85.38108908290998
45,[ 167 1310],[ 179 1297],[ 162 1321],0.5,0.5,0.5,-26.56505117707799
46,[ 168 3312],,[ 168 3312],,-0.3,-0.3,16.69924423399362
47,[211 590],[207 595],[218 568],0.5,0.30000000000000004,0.4565741454089335,-24.540213224234414
48,[ 419 3087],[ 406 3088],[ 433 3082],2.5,2.5,2.5,-68.19859051364821
49,[269 155],[262 146],[274 172],-0.30000000000000004,-0.3,-0.29999999999999993,16.69924423399362
50,[ 417 3125],[ 404 3115],[ 430 3126],-2.5,-2.5,-2.5,68.19859051364821
51,[ 277 4850],[ 278 4854],[ 268 4827],-0.3,-0.30000000000000004,-0.29999999999999993,16.69924423399362
