Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
1677,[ 96 286],[101 291],[ 76 273],-1.3461538461538465,-1.3461538461538465,-1.34615,53.39284682374126
311,[ 293 3034],[ 283 3042],[ 310 3027],1.7857142857142858,2.5,2.0789794672892223,-64.31220212973317
934,[ 230 3227],[ 223 3221],[ 245 3243],-0.7000000000000001,-0.7000000000000001,-0.7000000000000001,34.99202019855867
1211,[ 138 2879],[ 121 2898],[ 140 2873],0.7000000000000001,0.7000000000000001,0.7000000000000001,-34.99202019855867
867,[  24 3497],[   8 3509],[  39 3496],2.5,2.5,2.5,-68.19859051364821
1799,[  62 3350],[  58 3346],[  80 3369],-1.1764705882352942,-1.3461538461538465,-1.2066262790468265,50.349520579522455
1723,[  28 1120],[  12 1108],[  42 1121],-2.5,-2.5,-2.5,68.19859051364821
2279,[ 340 1607],[ 344 1611],[ 315 1600],-2.5,-2.5,-2.5,68.19859051364821
1022,[ 83 261],[ 62 240],[ 84 263],-1.0,-1.0,-1.0,44.99999999999999
2040,[ 229 2513],[ 232 2517],[ 211 2493],-0.6,-0.7000000000000001,-0.6156704206682028,31.619378193601815
1853,[237 614],[215 635],[238 613],0.8,0.8,0.8,-38.659808254090095
2411,[ 19 409],[  9 413],[ 40 403],2.5,2.5,2.5,-68.19859051364821
1168,[ 14 406],[  8 407],[ 40 403],2.5,2.5,2.4999999999999996,-68.19859051364818
2063,[ 175 2531],[ 189 2545],[ 168 2521],-0.6,-0.7000000000000001,-0.6618611230358646,33.49902633580937
2409,[ 83 257],[ 64 238],[ 86 261],-1.1764705882352942,-1.0,-1.027685861403785,45.78226340438934
2357,[ 292 2212],[ 311 2192],[ 289 2214],1.3461538461538465,1.3461538461538465,1.34615,-53.39284682374126
1396,[182 204],[193 216],[172 192],-0.6,-0.7000000000000002,-0.6510318734778067,33.065409996328775
2460,[  56 1841],[  38 1823],[  61 1845],-1.3461538461538467,-1.3461538461538467,-1.34615,53.39284682374126
1460,[ 46 376],[ 68 377],[ 39 376],-2.4999999999999996,-2.5,-2.5,68.19859051364821
1990,[  62 3458],[  70 3460],[  41 3458],-2.4999999999999996,-2.5,-2.5000000000000004,68.19859051364821
853,[185 581],[165 601],[186 577],0.6,0.7000000000000001,0.6872772620821321,-34.49985615200552
360,[198 181],[216 201],[194 178],-0.5,-0.7000000000000002,-0.6686591586635945,33.769029664455594
1481,[ 169 3277],[ 159 3265],[ 177 3290],-0.5,-0.7000000000000001,-0.6011531931698045,31.01231497870029
2225,[ 105 3647],[  97 3655],[ 119 3633],0.7000000000000001,0.7000000000000001,0.6999999999999998,-34.992020198558656
2439,[101 492],[112 481],[ 87 500],1.0,1.3461538461538465,1.1699710637541476,-49.47876057119995
2402,[  58 1059],[  41 1043],[  64 1064],-1.3461538461538467,-1.3461538461538465,-1.34615,53.39284682374126
1836,[  21 1090],[  18 1088],[  48 1098],-2.5,-2.5,-2.5,68.19859051364821
1483,[  68 2041],[  51 2058],[  73 2035],1.0,1.1764705882352942,1.133198621667405,-48.57295546780295
171,[  38 3531],[  18 3549],[  45 3529],2.5,2.5,2.5,-68.19859051364821
183,[  33 2672],[  13 2655],[  42 2672],-2.5,-2.5,-2.5,68.19859051364821
1279,[ 278 2249],[ 275 2250],[ 302 2235],1.3461538461538465,1.3461538461538465,1.34615,-53.39284682374126
