,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[ 407 3118],[ 404 3116],[ 430 3126],-2.5,-2.5,-2.5000000000000004,68.19859051364821
1,[ 336 3751],[ 336 3751],,0.6,,0.6,-30.96375653207353
2,[  63 3379],[  47 3364],[  70 3383],-1.1764705882352942,-1.3461538461538463,-1.3005407026274303,52.442921683054976
3,[ 192 2521],[ 175 2502],[ 194 2526],-0.5,-0.30000000000000004,-0.33487771406681477,18.514549739638547
4,[  53 1229],[  32 1249],[  54 1228],1.3461538461538467,1.7857142857142856,1.765271144587813,-60.46908789575904
5,[  67 1797],[  64 1794],[  85 1815],-1.0,-1.0,-1.0,44.99999999999999
6,[ 394 4515],[ 404 4505],[ 383 4526],0.8,1.0,0.8952380952380952,-41.83611638111926
7,[ 209 2498],[ 203 2492],[ 219 2517],-0.3,-0.30000000000000004,-0.3,16.69924423399362
8,[ 147 4112],[ 159 4124],[ 142 4100],-0.5,-0.5,-0.5,26.56505117707799
9,[ 454 3875],[ 464 3875],[ 434 3875],inf,inf,100.0,-89.42706130231674
10,[  77 4371],[  59 4388],[  80 4367],1.1764705882352942,1.1764705882352942,1.17647,-49.63544929005889
11,[  24 3415],[  20 3411],[  47 3423],-1.7857142857142858,-2.5,-1.9203599075403588,62.49239694571912
12,[ 110 5147],[ 119 5138],[  98 5159],1.0,1.0,1.0,-44.99999999999999
13,[383 650],,[383 650],,1.0,1.0,-44.99999999999999
14,[ 371 2169],[ 380 2159],[ 361 2181],0.8,0.7000000000000001,0.7537264671319766,-37.0063003406735
15,[  49 5749],[  71 5768],[  48 5748],-2.4999999999999996,-1.7857142857142856,-1.8188483191322202,61.19807268802103
16,[ 406 5550],[ 409 5553],[ 388 5532],-1.0,-1.0,-1.0,44.99999999999999
17,[ 427 2357],[ 404 2340],[ 429 2357],-2.5,-2.5,-2.5000000000000004,68.19859051364821
18,[ 390 2217],[ 373 2233],[ 394 2212],1.0,1.0,1.0,-44.99999999999999
19,[ 101 2587],[ 116 2602],[  95 2581],-1.0,-1.0,-1.0,44.99999999999999
20,[ 18 338],[ 12 335],[ 40 346],-2.5,-2.5,-2.5,68.19859051364821
21,[ 430 4749],[ 432 4749],[ 408 4733],-1.3461538461538465,-1.3461538461538465,-1.3461500000000002,53.392846823741266
22,[ 150 1328],[ 136 1342],[ 154 1318],0.5,0.5,0.5,-26.56505117707799
23,[ 371 5521],[ 364 5514],[ 385 5535],-1.0,-1.0,-1.0,44.99999999999999
24,[  9 405],[  8 405],[ 38 398],inf,2.5,77.08216945088148,-89.25673387382402
25,[ 316 3690],[ 326 3678],[ 311 3703],0.5,0.3,0.39427352022223444,-21.518004648654937
26,[ 403 6116],[ 388 6131],[ 411 6112],1.5,1.785714285714286,1.700972537791345,-59.54877349618549
27,[ 213 5972],[ 220 5965],[ 207 5991],0.3,0.30000000000000004,0.30000000000000004,-16.69924423399362
28,[ 17 331],[ 14 328],[ 42 337],-2.5,-2.5,-2.5,68.19859051364821
29,[383 111],[403 132],[382 111],-1.0,-1.0,-1.0,44.99999999999999
30,[ 313 6032],[ 292 6053],[ 314 6031],0.5,0.5,0.5,-26.56505117707799
31,[ 439 3136],[ 455 3151],[ 430 3132],-2.5,-2.5,-2.4999999999999996,68.19859051364818
32,[ 168 5200],[ 188 5178],[ 167 5200],0.3,0.30000000000000004,0.3,-16.69924423399362
33,[  82 1778],[  82 1778],,-1.0,,-1.0,44.99999999999999
34,[375 155],[375 155],,-0.8,,-0.8,38.659808254090095
35,[ 392 3179],[ 381 3168],[ 404 3187],-1.176470588235294,-1.3461538461538465,-1.2645196539140398,51.66255481356901
36,[386 624],[392 618],[373 640],0.8,0.7000000000000001,0.7708417685990484,-37.62653680514547
37,[238 945],[228 933],[244 958],-0.30000000000000004,-0.30000000000000004,-0.3,16.69924423399362
38,[ 440 2399],[ 444 2402],[ 418 2389],-1.7857142857142858,-1.785714285714286,-1.78571,60.75111504159832
39,[ 380 1652],[ 365 1637],[ 386 1657],-1.0,-1.3461538461538465,-1.2530005765000243,51.4071845341943
40,[ 108 4395],[  90 4415],[ 110 4393],0.7000000000000001,0.8,0.7904881019047819,-38.32595097290654
41,[  61 1809],[  55 1804],[  79 1821],-1.0,-1.3461538461538463,-1.0918203563222542,47.51338214620323
42,[416 665],[426 654],[404 673],1.176470588235294,1.3461538461538465,1.2625957497807812,-51.62010216884291
43,[  59 5809],[  65 5809],[  37 5809],inf,inf,100.0,-89.42706130231674
44,[ 311 2148],[ 330 2129],[ 310 2152],0.5,0.5,0.5,-26.56505117707799
45,[ 463 3114],[ 463 3114],,-2.5000000000000004,,-2.5000000000000004,68.19859051364821
46,[  61 4137],[  54 4131],[  75 4152],-1.0,-1.1764705882352942,-1.054710551034029,46.52524800215363
47,[ 147 1783],[ 161 1797],[ 142 1774],-0.5,-0.5,-0.5,26.56505117707799
48,[ 131 3628],[ 150 3609],[ 129 3630],0.7000000000000001,0.5,0.519047619047619,-27.431461948182637
49,[  65 5940],[  63 5942],[  86 5924],1.0,1.3461538461538463,1.0334959753283197,-45.94369720488393
50,[ 353 3994],[ 343 3982],[ 360 4006],-0.7000000000000001,-0.7000000000000001,-0.7000000000000002,34.99202019855867
51,[ 451 5380],[ 458 5373],[ 430 5381],2.5,2.5,2.4999999999999996,-68.19859051364818
52,[209 194],[189 171],[209 195],-0.30000000000000004,-0.4,-0.3968233296004034,21.644332811227365
53,[ 102 2831],[ 120 2813],[ 101 2835],0.8,0.7000000000000001,0.7139393239472608,-35.524533902063105
54,[ 256 2898],[ 271 2881],[ 252 2905],0.30000000000000004,0.3,0.3,-16.69924423399362
55,[ 177 3299],[ 161 3283],[ 181 3306],-0.5,-0.30000000000000004,-0.3525405226021754,19.419619279824982
56,[ 447 3147],[ 454 3154],[ 427 3143],-2.5,-2.5,-2.5,68.19859051364821
57,[  50 3515],[  66 3501],[  42 3519],2.4999999999999996,2.5,2.5,-68.19859051364821
58,[413 644],[416 642],[395 662],1.3461538461538465,1.3461538461538465,1.34615,-53.39284682374126
59,[ 296 2141],[ 314 2122],[ 295 2145],0.5,0.3,0.32721916203178186,-18.119088059110382
60,[  31 4339],[  27 4342],[  53 4328],1.7857142857142858,1.7857142857142856,1.78571,-60.75111504159832
61,[230 211],[234 217],[224 190],-0.3,-0.30000000000000004,-0.3,16.69924423399362
62,[ 423 6183],[ 405 6183],[ 430 6162],inf,inf,100.0,-89.42706130231674
63,[  61 4980],[  72 4990],[  48 4973],-2.4999999999999996,-1.7857142857142856,-2.141634672540777,64.97057482262207
64,[183 971],[168 954],[186 978],-0.5,-0.30000000000000004,-0.35029013973016376,19.304854484555474
65,[410 111],[416 118],[393 100],-1.0,-1.3461538461538465,-1.1082986692400947,47.94057370957713
66,[272 567],[280 558],[267 584],0.30000000000000004,0.30000000000000004,0.29999999999999993,-16.69924423399362
67,[ 313 1405],[ 309 1409],[ 324 1384],0.5,0.5,0.5,-26.56505117707799
68,[ 444 1492],[ 454 1482],[ 427 1493],1.785714285714286,2.5,2.109774575930122,-64.63978330537608
69,[ 336 1729],[ 336 1729],,-0.5,,-0.5,26.56505117707799
70,[ 399 1654],[ 415 1670],[ 394 1649],-1.0,-1.0,-1.0,44.99999999999999
71,[ 464 2313],[ 464 2313],,inf,,inf,90.0
72,[ 260 4857],[ 262 4860],[ 251 4833],-0.3,-0.30000000000000004,-0.29999999999999993,16.69924423399362
73,[  61 2791],,[  61 2791],,1.3461538461538467,1.3461538461538467,-53.392925187392514
74,[ 439 5359],[ 450 5348],[ 424 5363],1.785714285714286,2.5,2.1432247157171105,-64.98687226263951
75,[ 127 5144],[ 127 5144],,0.7000000000000001,,0.7000000000000001,-34.99202019855867
76,[439  81],[441  82],[415  68],-1.7857142857142858,-1.785714285714286,-1.78571,60.75111504159832
77,[ 291 3680],[ 303 3668],[ 288 3693],0.5,0.3,0.3880282675806518,-21.207660807687
78,[309 162],[328 182],[308 159],-0.5,-0.5,-0.5,26.56505117707799
79,[ 33 343],[ 14 328],[ 40 346],-2.5,-2.5,-2.5,68.19859051364821
80,[  41 5876],[  26 5891],[  51 5874],1.5,2.5,2.175337929110291,-65.31182007690222
81,[226 168],[221 160],[231 187],-0.30000000000000004,-0.3,-0.3,16.69924423399362
82,[ 442 4626],[ 461 4611],[ 433 4626],2.5,inf,9.224288020505668,-83.812759239228
83,[ 426 3075],[ 406 3088],[ 432 3073],2.5,2.5,2.5000000000000004,-68.19859051364821
84,[  33 2674],[  13 2657],[  40 2674],-2.5,inf,-11.87457482029049,85.18627756271144
85,[  29 1861],[  22 1856],[  48 1870],-1.7857142857142858,-1.7857142857142856,-1.7857099999999997,60.751115041598304
86,[ 199 2518],[ 181 2500],[ 200 2524],-0.3,-0.30000000000000004,-0.3,16.69924423399362
87,[ 189 4103],[ 192 4109],[ 181 4082],-0.3,-0.3,-0.3,16.69924423399362
88,[ 93 276],[104 287],[ 83 267],-1.3461538461538463,-1.3461538461538463,-1.3461499999999997,53.39284682374126
89,[258 962],[274 979],[255 955],-0.30000000000000004,-0.30000000000000004,-0.3,16.69924423399362
90,[ 148 3314],[ 131 3297],[ 150 3320],-0.5,-0.30000000000000004,-0.3416552499888423,18.86300180422439
91,[ 90 536],[ 88 537],[105 513],0.8,0.7000000000000001,0.7924699164576723,-38.39576583868254
92,[ 186 3671],[ 173 3684],[ 189 3659],0.3,0.30000000000000004,0.30000000000000004,-16.69924423399362
93,[ 76 524],[ 74 525],[ 94 504],0.7000000000000001,0.7000000000000001,0.6999999999999998,-34.992020198558656
94,[ 434 1501],[ 454 1482],[ 429 1502],1.785714285714286,2.5,2.388568119397039,-67.28284701564775
95,[ 285 2928],[ 271 2943],[ 287 2918],0.3,0.30000000000000004,0.29999999999999993,-16.69924423399362
96,[ 229 5607],[ 213 5590],[ 232 5614],-0.30000000000000004,-0.3,-0.3,16.69924423399362
97,[ 186 1349],[ 176 1359],[ 194 1335],0.3,0.30000000000000004,0.29999999999999993,-16.69924423399362
98,[ 443 6120],[ 447 6117],[ 421 6130],1.785714285714286,1.7857142857142858,1.78571,-60.75111504159832
99,[  63 2583],[  57 2577],[  78 2598],-1.0,-1.0,-1.0,44.99999999999999
100,[  72 1868],[  78 1874],[  54 1858],-1.5624999999999993,-1.7857142857142856,-1.6276384087536115,58.433971908032376
101,[ 417 1587],[ 402 1574],[ 427 1589],-2.5,-2.5,-2.5,68.19859051364821
102,[  87 4144],[ 105 4163],[  84 4142],-1.0,-1.0,-1.0,44.99999999999999
103,[  30 4224],[  13 4208],[  40 4224],-2.5,-2.5000000000000004,-2.5,68.19859051364821
104,[ 447 4717],[ 449 4718],[ 422 4707],-1.7857142857142858,-2.5,-1.8404801429978164,61.48315297032995
105,[ 178 2113],[ 162 2129],[ 181 2105],0.5,0.30000000000000004,0.3548194695113955,-19.535675831010163
106,[  27 2724],[  10 2741],[  38 2724],2.5,2.5,2.5,-68.19859051364821
107,[ 430 4725],[ 441 4734],[ 417 4717],-1.7857142857142858,-1.3461538461538465,-1.5737712096633651,57.56745458363996
108,[  82 1283],[  69 1296],[  90 1275],1.0,1.0,1.0,-44.99999999999999
109,[  27 5071],[  14 5084],[  40 5066],2.5,2.5,2.5,-68.19859051364821
110,[  56 4258],[  65 4258],[  37 4258],inf,inf,100.0,-89.42706130231674
111,[255 965],[268 981],[252 956],-0.30000000000000004,-0.30000000000000004,-0.3,16.69924423399362
112,[ 186 4058],[ 180 4051],[ 193 4077],-0.3,-0.30000000000000004,-0.3,16.69924423399362
113,[ 140 2575],[ 145 2581],[ 127 2558],-0.7000000000000001,-0.7000000000000001,-0.7,34.99202019855866
114,[285 186],[295 196],[279 171],-0.5,-0.30000000000000004,-0.40664526827568115,22.1288846723611
115,[ 437 1568],[ 459 1586],[ 432 1568],-2.5,inf,-16.712670403551897,86.57579861890362
116,[ 225 4038],[ 223 4036],[ 233 4063],-0.3,-0.30000000000000004,-0.3,16.69924423399362
117,[  29 2796],[  29 2796],,1.3461538461538467,,1.3461538461538467,-53.392925187392514
118,[  39 1914],[  65 1919],[  38 1914],-2.4999999999999996,inf,-68.69101147436864,89.1659500834092
119,[ 98 468],[ 99 467],[ 78 487],1.3461538461538463,1.3461538461538463,1.3461500000000002,-53.392846823741266
120,[ 308 3679],[ 312 3672],[ 298 3697],0.30000000000000004,0.3,0.3,-16.69924423399362
